src	dest	type	weight
Does not prioritize profits over societal well-being and benefit	Balancing career and family	∨	0
Balancing career and family	Does not prioritize profits over societal well-being and benefit	∧	1
Balancing career and family	Does not prioritize profits over societal well-being and benefit	→	0
Balancing career and family	Does not prioritize profits over societal well-being and benefit	∨	0
Stance on controversial issues	Location	∧	1
Stance on controversial issues	Location	→	0
Stance on controversial issues	Location	∨	0
Stance on controversial issues	Promotes peace and advocacy for improvements	∧	1
Stance on controversial issues	Promotes peace and advocacy for improvements	→	0
Stance on controversial issues	Promotes peace and advocacy for improvements	∨	0
Promotes peace and advocacy for improvements	Stance on controversial issues	∧	1
Promotes peace and advocacy for improvements	Stance on controversial issues	→	0
Promotes peace and advocacy for improvements	Stance on controversial issues	∨	0
Environmental impact	Dietary balance and nutrient adequacy	∧	1
Environmental impact	Dietary balance and nutrient adequacy	→	0
Environmental impact	Dietary balance and nutrient adequacy	∨	0
Dietary balance and nutrient adequacy	Environmental impact	∧	1
Dietary balance and nutrient adequacy	Environmental impact	→	0
Dietary balance and nutrient adequacy	Environmental impact	∨	0
overall positive impact	Prioritizes safety and security	∧	1
overall positive impact	Prioritizes safety and security	→	0
overall positive impact	Prioritizes safety and security	∨	0
Prioritizes safety and security	overall positive impact	∧	1
Prioritizes safety and security	overall positive impact	→	0
Prioritizes safety and security	overall positive impact	∨	0
Respect and Influence	Not belonging to a community or group	∧	1
Respect and Influence	Not belonging to a community or group	→	0
Respect and Influence	Not belonging to a community or group	∨	0
Respect and Influence	Ethical	∧	1
Respect and Influence	Ethical	→	0
Respect and Influence	Ethical	∨	0
Not belonging to a community or group	A non-entity	∧	2
Not belonging to a community or group	A non-entity	→	0
Not belonging to a community or group	A non-entity	∨	0
Not belonging to a community or group	Ethical	∧	0
Not belonging to a community or group	Ethical	→	1
Not belonging to a community or group	Ethical	∨	0
Not belonging to a community or group	skilled	∧	1
Not belonging to a community or group	skilled	→	0
Not belonging to a community or group	skilled	∨	0
Not belonging to a community or group	Respect and Influence	∧	1
Not belonging to a community or group	Respect and Influence	→	0
Not belonging to a community or group	Respect and Influence	∨	0
Not belonging to a community or group	Ensures fair wages and working conditions	∧	0
Not belonging to a community or group	Ensures fair wages and working conditions	→	0
Not belonging to a community or group	Ensures fair wages and working conditions	∨	1
Not belonging to a community or group	Lack of support	∧	1
Not belonging to a community or group	Lack of support	→	1
Not belonging to a community or group	Lack of support	∨	0
High academic standards	skilled	∧	1
High academic standards	skilled	→	0
High academic standards	skilled	∨	0
High academic standards	Represents the diversity and inclusivity of a community	∧	0
High academic standards	Represents the diversity and inclusivity of a community	→	1
High academic standards	Represents the diversity and inclusivity of a community	∨	0
High academic standards	Shows evidence of closed-mindedness and intolerance	∧	1
High academic standards	Shows evidence of closed-mindedness and intolerance	→	0
High academic standards	Shows evidence of closed-mindedness and intolerance	∨	0
High academic standards	Freedom of choice	∧	2
High academic standards	Freedom of choice	→	0
High academic standards	Freedom of choice	∨	0
High academic standards	Prioritizes a well-rounded curriculum	∧	1
High academic standards	Prioritizes a well-rounded curriculum	→	0
High academic standards	Prioritizes a well-rounded curriculum	∨	0
High academic standards	Negative impact on mental, physical, or emotional well-being	∧	1
High academic standards	Negative impact on mental, physical, or emotional well-being	→	0
High academic standards	Negative impact on mental, physical, or emotional well-being	∨	0
skilled	High academic standards	∧	1
skilled	High academic standards	→	0
skilled	High academic standards	∨	0
skilled	Shows evidence of closed-mindedness and intolerance	∧	1
skilled	Shows evidence of closed-mindedness and intolerance	→	0
skilled	Shows evidence of closed-mindedness and intolerance	∨	0
Represents the diversity and inclusivity of a community	Shows evidence of closed-mindedness and intolerance	∧	1
Represents the diversity and inclusivity of a community	Shows evidence of closed-mindedness and intolerance	→	0
Represents the diversity and inclusivity of a community	Shows evidence of closed-mindedness and intolerance	∨	0
Represents the diversity and inclusivity of a community	Type of educational institution	∧	4
Represents the diversity and inclusivity of a community	Type of educational institution	→	0
Represents the diversity and inclusivity of a community	Type of educational institution	∨	0
Represents the diversity and inclusivity of a community	Focuses on quality education	∧	1
Represents the diversity and inclusivity of a community	Focuses on quality education	→	0
Represents the diversity and inclusivity of a community	Focuses on quality education	∨	0
Shows evidence of closed-mindedness and intolerance	High academic standards	∧	1
Shows evidence of closed-mindedness and intolerance	High academic standards	→	0
Shows evidence of closed-mindedness and intolerance	High academic standards	∨	0
Shows evidence of closed-mindedness and intolerance	skilled	∧	1
Shows evidence of closed-mindedness and intolerance	skilled	→	0
Shows evidence of closed-mindedness and intolerance	skilled	∨	0
Shows evidence of closed-mindedness and intolerance	Represents the diversity and inclusivity of a community	∧	1
Shows evidence of closed-mindedness and intolerance	Represents the diversity and inclusivity of a community	→	0
Shows evidence of closed-mindedness and intolerance	Represents the diversity and inclusivity of a community	∨	0
Lack of sustainability	Type of educational institution	∧	1
Lack of sustainability	Type of educational institution	→	0
Lack of sustainability	Type of educational institution	∨	0
Lack of sustainability	Represents the diversity and inclusivity of a community	∧	1
Lack of sustainability	Represents the diversity and inclusivity of a community	→	0
Lack of sustainability	Represents the diversity and inclusivity of a community	∨	0
Type of educational institution	Provides diverse and practical experience	∧	1
Type of educational institution	Provides diverse and practical experience	→	0
Type of educational institution	Provides diverse and practical experience	∨	0
Represents the diversity and inclusivity of a community	Lack of sustainability	∧	1
Represents the diversity and inclusivity of a community	Lack of sustainability	→	0
Represents the diversity and inclusivity of a community	Lack of sustainability	∨	0
Represents the diversity and inclusivity of a community	Provides diverse and practical experience	∧	1
Represents the diversity and inclusivity of a community	Provides diverse and practical experience	→	0
Represents the diversity and inclusivity of a community	Provides diverse and practical experience	∨	0
Provides diverse and practical experience	Type of educational institution	∧	1
